timestamp,source_node,destination_node,channel_type,latency_ms,message_size,status
2025-01-01 00:01:07,NODE-5882,NODE-2142,SATCOM,78,856,SUCCESS
2025-01-01 00:01:09,NODE-1720,NODE-2383,SATCOM,167,842,SUCCESS
2025-01-01 00:01:11,NODE-4785,NODE-2512,SATCOM,175,227,SUCCESS
2025-01-01 00:01:12,NODE-2919,NODE-1241,SATCOM,236,1417,SUCCESS
2025-01-01 00:01:13,NODE-6738,NODE-2956,RF,129,478,SUCCESS
2025-01-01 00:01:14,NODE-5545,NODE-1561,FIBER,170,367,SUCCESS
2025-01-01 00:01:15,NODE-2536,NODE-2456,FIBER,166,1153,SUCCESS
2025-01-01 00:01:19,NODE-4763,NODE-2145,SATCOM,85,596,SUCCESS
2025-01-01 00:01:21,NODE-3006,NODE-3057,RF,185,339,SUCCESS
2025-01-01 00:01:22,NODE-4573,NODE-7295,SATCOM,2167,4857,FAIL
2025-01-01 00:01:26,NODE-5945,NODE-4040,SATCOM,1092,1013,DELAY
2025-01-01 00:01:28,NODE-4823,NODE-8190,SATCOM,66,1481,SUCCESS
2025-01-01 00:01:29,NODE-6302,NODE-6079,FIBER,149,961,SUCCESS
2025-01-01 00:01:33,NODE-7971,NODE-3637,FIBER,134,287,SUCCESS
2025-01-01 00:01:37,NODE-1648,NODE-1229,SATCOM,243,484,SUCCESS
2025-01-01 00:01:39,NODE-8138,NODE-3821,SATCOM,101,1117,SUCCESS
2025-01-01 00:01:40,NODE-3068,NODE-6688,SATCOM,44,737,SUCCESS
2025-01-01 00:01:44,NODE-3212,NODE-1932,FIBER,169,978,SUCCESS
2025-01-01 00:01:46,NODE-1768,NODE-3084,SATCOM,84,1111,SUCCESS
2025-01-01 00:01:47,NODE-9606,NODE-7486,RF,225,1461,SUCCESS
2025-01-01 00:01:51,NODE-5237,NODE-8438,RF,125,936,SUCCESS
2025-01-01 00:01:53,NODE-8579,NODE-5081,SATCOM,131,903,SUCCESS
2025-01-01 00:01:55,NODE-1390,NODE-1206,RF,122,1120,SUCCESS
2025-01-01 00:01:59,NODE-6611,NODE-3806,SATCOM,238,1230,SUCCESS
2025-01-01 00:02:02,NODE-5792,NODE-5966,SATCOM,90,739,SUCCESS
2025-01-01 00:02:03,NODE-3857,NODE-7366,RF,243,417,SUCCESS
2025-01-01 00:02:05,NODE-9880,NODE-9621,SATCOM,162,1055,SUCCESS
2025-01-01 00:02:09,NODE-8843,NODE-7316,RF,162,1127,SUCCESS
2025-01-01 00:02:13,NODE-9141,NODE-7458,SATCOM,139,1294,SUCCESS
2025-01-01 00:02:17,NODE-5785,NODE-5502,SATCOM,213,1290,SUCCESS
2025-01-01 00:02:20,NODE-3663,NODE-3324,SATCOM,2971,4868,FAIL
2025-01-01 00:02:24,NODE-2207,NODE-3752,SATCOM,84,818,SUCCESS
2025-01-01 00:02:27,NODE-1485,NODE-5403,RF,945,1227,DELAY
2025-01-01 00:02:28,NODE-8079,NODE-3566,SATCOM,130,876,SUCCESS
2025-01-01 00:02:30,NODE-5886,NODE-3807,FIBER,247,1317,SUCCESS
2025-01-01 00:02:31,NODE-8607,NODE-8986,RF,77,265,SUCCESS
2025-01-01 00:02:34,NODE-3917,NODE-9650,SATCOM,157,717,SUCCESS
2025-01-01 00:02:36,NODE-3553,NODE-3893,RF,140,1380,SUCCESS
2025-01-01 00:02:39,NODE-2198,NODE-5211,FIBER,197,683,SUCCESS
2025-01-01 00:02:40,NODE-2955,NODE-2767,SATCOM,115,446,SUCCESS
2025-01-01 00:02:41,NODE-9821,NODE-4739,RF,120,622,SUCCESS
2025-01-01 00:02:44,NODE-1272,NODE-5550,FIBER,81,1041,SUCCESS
2025-01-01 00:02:45,NODE-1287,NODE-8455,RF,58,335,SUCCESS
2025-01-01 00:02:48,NODE-4689,NODE-6311,FIBER,133,836,SUCCESS
2025-01-01 00:02:49,NODE-9955,NODE-2338,FIBER,2026,5315,FAIL
2025-01-01 00:02:50,NODE-3422,NODE-4442,SATCOM,57,311,SUCCESS
2025-01-01 00:02:53,NODE-4090,NODE-3664,RF,1152,1495,DELAY
2025-01-01 00:02:54,NODE-9431,NODE-1072,SATCOM,192,967,SUCCESS
2025-01-01 00:02:57,NODE-2310,NODE-7277,RF,190,1175,SUCCESS
2025-01-01 00:02:59,NODE-5291,NODE-8709,RF,117,265,SUCCESS
2025-01-01 00:03:00,NODE-6643,NODE-9361,RF,70,1148,SUCCESS
2025-01-01 00:03:03,NODE-7641,NODE-7408,FIBER,230,812,SUCCESS
2025-01-01 00:03:05,NODE-8332,NODE-1800,SATCOM,1196,1273,DELAY
2025-01-01 00:03:07,NODE-5591,NODE-2509,SATCOM,61,460,SUCCESS
2025-01-01 00:03:10,NODE-1453,NODE-7365,SATCOM,77,524,SUCCESS
2025-01-01 00:03:13,NODE-7065,NODE-4599,SATCOM,186,666,SUCCESS
2025-01-01 00:03:15,NODE-9422,NODE-7894,SATCOM,211,235,SUCCESS
2025-01-01 00:03:16,NODE-9538,NODE-2953,SATCOM,99,1135,SUCCESS
2025-01-01 00:03:17,NODE-3815,NODE-1480,FIBER,1158,215,DELAY
2025-01-01 00:03:21,NODE-4338,NODE-5272,SATCOM,237,645,SUCCESS
2025-01-01 00:03:24,NODE-3989,NODE-2960,SATCOM,197,722,SUCCESS
2025-01-01 00:03:26,NODE-1429,NODE-4064,SATCOM,167,1146,SUCCESS
2025-01-01 00:03:27,NODE-6369,NODE-4834,RF,182,415,SUCCESS
2025-01-01 00:03:30,NODE-6212,NODE-3810,SATCOM,186,848,SUCCESS
2025-01-01 00:03:34,NODE-1424,NODE-2849,SATCOM,42,515,SUCCESS
2025-01-01 00:03:37,NODE-1470,NODE-7391,SATCOM,138,1116,SUCCESS
2025-01-01 00:03:41,NODE-4240,NODE-1220,RF,1553,534,DELAY
2025-01-01 00:03:44,NODE-6955,NODE-4017,FIBER,245,673,SUCCESS
2025-01-01 00:03:45,NODE-3087,NODE-4842,FIBER,43,1255,SUCCESS
2025-01-01 00:03:48,NODE-5094,NODE-2071,RF,40,1135,SUCCESS
2025-01-01 00:03:51,NODE-7702,NODE-5012,FIBER,1439,639,DELAY
2025-01-01 00:03:53,NODE-4031,NODE-7099,FIBER,231,1170,SUCCESS
2025-01-01 00:03:57,NODE-3266,NODE-8823,SATCOM,185,724,SUCCESS
2025-01-01 00:04:01,NODE-2071,NODE-7387,FIBER,80,229,SUCCESS
2025-01-01 00:04:02,NODE-8861,NODE-7466,FIBER,180,1032,SUCCESS
2025-01-01 00:04:03,NODE-8250,NODE-4298,SATCOM,226,1128,SUCCESS
2025-01-01 00:04:04,NODE-7609,NODE-7164,SATCOM,137,1177,SUCCESS
2025-01-01 00:04:06,NODE-3952,NODE-4878,RF,42,408,SUCCESS
2025-01-01 00:04:07,NODE-6899,NODE-6759,RF,177,747,SUCCESS
2025-01-01 00:04:11,NODE-8599,NODE-2584,SATCOM,2759,3342,FAIL
2025-01-01 00:04:14,NODE-6758,NODE-8532,FIBER,97,330,SUCCESS
2025-01-01 00:04:18,NODE-2942,NODE-5165,RF,937,454,DELAY
2025-01-01 00:04:21,NODE-7576,NODE-7795,SATCOM,210,701,SUCCESS
2025-01-01 00:04:24,NODE-3610,NODE-8419,FIBER,115,280,SUCCESS
2025-01-01 00:04:25,NODE-3446,NODE-9386,SATCOM,2170,4920,FAIL
2025-01-01 00:04:29,NODE-8469,NODE-2690,SATCOM,179,265,SUCCESS
2025-01-01 00:04:32,NODE-1714,NODE-6218,RF,134,868,SUCCESS
2025-01-01 00:04:33,NODE-1538,NODE-2238,SATCOM,128,1480,SUCCESS
2025-01-01 00:04:34,NODE-9965,NODE-9283,SATCOM,44,917,SUCCESS
2025-01-01 00:04:36,NODE-4114,NODE-6647,FIBER,120,1059,SUCCESS
2025-01-01 00:04:37,NODE-5972,NODE-6342,FIBER,230,247,SUCCESS
2025-01-01 00:04:38,NODE-9964,NODE-8160,RF,867,878,DELAY
2025-01-01 00:04:39,NODE-1556,NODE-5405,FIBER,131,1285,SUCCESS
2025-01-01 00:04:40,NODE-3611,NODE-6050,FIBER,197,1225,SUCCESS
2025-01-01 00:04:44,NODE-8968,NODE-4599,FIBER,3195,5053,FAIL
2025-01-01 00:04:48,NODE-1619,NODE-6439,FIBER,44,609,SUCCESS
2025-01-01 00:04:50,NODE-5234,NODE-6098,RF,62,484,SUCCESS
2025-01-01 00:04:51,NODE-2490,NODE-4208,FIBER,122,732,SUCCESS
2025-01-01 00:04:55,NODE-2408,NODE-5977,RF,233,976,SUCCESS
2025-01-01 00:04:57,NODE-9093,NODE-2402,SATCOM,1360,836,DELAY
2025-01-01 00:05:01,NODE-3301,NODE-4652,RF,218,1280,SUCCESS
2025-01-01 00:05:02,NODE-6875,NODE-7442,FIBER,44,1157,SUCCESS
2025-01-01 00:05:03,NODE-8255,NODE-4517,FIBER,1303,1136,DELAY
2025-01-01 00:05:06,NODE-2374,NODE-1190,RF,1197,664,DELAY
2025-01-01 00:05:08,NODE-2843,NODE-7290,RF,201,208,SUCCESS
2025-01-01 00:05:09,NODE-5130,NODE-2689,RF,244,1283,SUCCESS
2025-01-01 00:05:11,NODE-6767,NODE-7409,FIBER,70,345,SUCCESS
2025-01-01 00:05:13,NODE-1297,NODE-3443,RF,71,514,SUCCESS
2025-01-01 00:05:14,NODE-1276,NODE-7355,SATCOM,133,599,SUCCESS
2025-01-01 00:05:18,NODE-6669,NODE-9017,SATCOM,157,969,SUCCESS
2025-01-01 00:05:21,NODE-3150,NODE-2942,RF,206,1220,SUCCESS
2025-01-01 00:05:23,NODE-7197,NODE-2086,SATCOM,49,387,SUCCESS
2025-01-01 00:05:24,NODE-4646,NODE-6281,SATCOM,213,1115,SUCCESS
2025-01-01 00:05:28,NODE-7138,NODE-4490,RF,91,1436,SUCCESS
2025-01-01 00:05:32,NODE-1346,NODE-1489,FIBER,100,700,SUCCESS
2025-01-01 00:05:33,NODE-5669,NODE-4986,SATCOM,121,783,SUCCESS
2025-01-01 00:05:37,NODE-6894,NODE-4048,FIBER,1952,6463,FAIL
2025-01-01 00:05:39,NODE-1229,NODE-7049,SATCOM,200,1140,SUCCESS
2025-01-01 00:05:41,NODE-2608,NODE-5125,SATCOM,131,875,SUCCESS
2025-01-01 00:05:42,NODE-3871,NODE-3201,RF,121,1472,SUCCESS
2025-01-01 00:05:45,NODE-7332,NODE-2862,FIBER,67,346,SUCCESS
2025-01-01 00:05:49,NODE-2964,NODE-2741,RF,186,362,SUCCESS
2025-01-01 00:05:52,NODE-7688,NODE-1108,FIBER,57,1111,SUCCESS
2025-01-01 00:05:53,NODE-8790,NODE-3208,SATCOM,212,829,SUCCESS
2025-01-01 00:05:57,NODE-1362,NODE-6122,SATCOM,154,286,SUCCESS
2025-01-01 00:05:58,NODE-5998,NODE-3833,FIBER,141,534,SUCCESS
2025-01-01 00:06:00,NODE-6997,NODE-9488,SATCOM,68,1245,SUCCESS
2025-01-01 00:06:03,NODE-8339,NODE-7163,FIBER,103,1010,SUCCESS
2025-01-01 00:06:06,NODE-2753,NODE-6757,SATCOM,2096,5993,FAIL
2025-01-01 00:06:09,NODE-2982,NODE-7902,RF,85,1110,SUCCESS
2025-01-01 00:06:11,NODE-8337,NODE-6562,RF,88,672,SUCCESS
2025-01-01 00:06:14,NODE-8890,NODE-1992,FIBER,228,1083,SUCCESS
2025-01-01 00:06:18,NODE-3022,NODE-3994,RF,216,1310,SUCCESS
2025-01-01 00:06:19,NODE-7126,NODE-1647,FIBER,83,1259,SUCCESS
2025-01-01 00:06:22,NODE-6374,NODE-8919,SATCOM,46,222,SUCCESS
2025-01-01 00:06:25,NODE-3837,NODE-9885,RF,54,351,SUCCESS
2025-01-01 00:06:28,NODE-3536,NODE-7251,RF,202,1305,SUCCESS
2025-01-01 00:06:30,NODE-4429,NODE-4210,RF,165,817,SUCCESS
2025-01-01 00:06:32,NODE-8746,NODE-5641,SATCOM,53,921,SUCCESS
2025-01-01 00:06:35,NODE-3910,NODE-9216,SATCOM,121,875,SUCCESS
2025-01-01 00:06:37,NODE-9371,NODE-7601,RF,50,261,SUCCESS
2025-01-01 00:06:41,NODE-7667,NODE-2163,SATCOM,67,962,SUCCESS
2025-01-01 00:06:45,NODE-5588,NODE-6690,SATCOM,225,373,SUCCESS
2025-01-01 00:06:49,NODE-7947,NODE-3968,FIBER,2822,6076,FAIL
2025-01-01 00:06:51,NODE-6391,NODE-3027,SATCOM,51,815,SUCCESS
2025-01-01 00:06:53,NODE-8880,NODE-3850,FIBER,167,1476,SUCCESS
2025-01-01 00:06:57,NODE-3278,NODE-3744,FIBER,118,212,SUCCESS
2025-01-01 00:07:01,NODE-3381,NODE-7551,FIBER,118,1174,SUCCESS
2025-01-01 00:07:03,NODE-9376,NODE-1423,SATCOM,58,649,SUCCESS
2025-01-01 00:07:04,NODE-5754,NODE-4074,RF,230,1007,SUCCESS
2025-01-01 00:07:08,NODE-5372,NODE-2513,FIBER,216,1241,SUCCESS
2025-01-01 00:07:09,NODE-3550,NODE-6681,RF,171,581,SUCCESS
2025-01-01 00:07:12,NODE-1849,NODE-5072,FIBER,235,457,SUCCESS
2025-01-01 00:07:15,NODE-4894,NODE-8854,SATCOM,193,712,SUCCESS
2025-01-01 00:07:16,NODE-6371,NODE-5290,RF,210,1252,SUCCESS
2025-01-01 00:07:19,NODE-1905,NODE-1494,SATCOM,43,679,SUCCESS
2025-01-01 00:07:21,NODE-6064,NODE-1355,SATCOM,110,895,SUCCESS
2025-01-01 00:07:24,NODE-7450,NODE-5568,FIBER,1087,1431,DELAY
2025-01-01 00:07:27,NODE-7569,NODE-3196,RF,243,970,SUCCESS
2025-01-01 00:07:31,NODE-4577,NODE-8183,SATCOM,72,1218,SUCCESS
2025-01-01 00:07:35,NODE-5166,NODE-1651,SATCOM,142,1163,SUCCESS
2025-01-01 00:07:39,NODE-8203,NODE-2635,FIBER,131,831,SUCCESS
2025-01-01 00:07:41,NODE-3681,NODE-7404,RF,166,294,SUCCESS
2025-01-01 00:07:43,NODE-8280,NODE-8243,RF,236,904,SUCCESS
2025-01-01 00:07:45,NODE-1790,NODE-9503,RF,201,255,SUCCESS
2025-01-01 00:07:47,NODE-1727,NODE-1702,SATCOM,66,1493,SUCCESS
2025-01-01 00:07:51,NODE-7032,NODE-4876,SATCOM,123,845,SUCCESS
2025-01-01 00:07:52,NODE-2758,NODE-6331,RF,190,1116,SUCCESS
2025-01-01 00:07:54,NODE-6563,NODE-1631,FIBER,2524,4935,FAIL
2025-01-01 00:07:58,NODE-2353,NODE-3564,SATCOM,195,934,SUCCESS
2025-01-01 00:08:02,NODE-8811,NODE-9663,SATCOM,47,605,SUCCESS
2025-01-01 00:08:03,NODE-7097,NODE-8513,RF,233,869,SUCCESS
2025-01-01 00:08:04,NODE-3037,NODE-2233,SATCOM,74,1383,SUCCESS
2025-01-01 00:08:08,NODE-6068,NODE-4081,RF,124,1092,SUCCESS
2025-01-01 00:08:12,NODE-4091,NODE-8383,RF,130,201,SUCCESS
2025-01-01 00:08:16,NODE-8675,NODE-9482,FIBER,145,896,SUCCESS
2025-01-01 00:08:19,NODE-6556,NODE-1246,SATCOM,132,477,SUCCESS
2025-01-01 00:08:21,NODE-3778,NODE-4961,FIBER,182,904,SUCCESS
2025-01-01 00:08:24,NODE-8149,NODE-3223,SATCOM,165,202,SUCCESS
2025-01-01 00:08:26,NODE-8769,NODE-6636,RF,42,353,SUCCESS
2025-01-01 00:08:28,NODE-5217,NODE-4970,RF,60,1080,SUCCESS
2025-01-01 00:08:30,NODE-6002,NODE-5947,FIBER,1584,349,DELAY
2025-01-01 00:08:33,NODE-9570,NODE-2552,RF,2927,3927,FAIL
2025-01-01 00:08:36,NODE-1937,NODE-3295,RF,62,818,SUCCESS
2025-01-01 00:08:38,NODE-5357,NODE-4503,FIBER,234,1172,SUCCESS
2025-01-01 00:08:42,NODE-1966,NODE-9481,FIBER,131,1469,SUCCESS
2025-01-01 00:08:44,NODE-9541,NODE-3606,RF,71,1397,SUCCESS
2025-01-01 00:08:48,NODE-4909,NODE-1694,RF,206,1211,SUCCESS
2025-01-01 00:08:49,NODE-7097,NODE-9592,RF,1305,311,DELAY
2025-01-01 00:08:50,NODE-1238,NODE-6481,FIBER,213,671,SUCCESS
2025-01-01 00:08:54,NODE-1193,NODE-2560,FIBER,47,624,SUCCESS
2025-01-01 00:08:57,NODE-7320,NODE-1117,FIBER,150,478,SUCCESS
2025-01-01 00:08:58,NODE-9257,NODE-6890,FIBER,135,472,SUCCESS
2025-01-01 00:08:59,NODE-5462,NODE-4459,FIBER,138,648,SUCCESS
2025-01-01 00:09:02,NODE-5058,NODE-6143,FIBER,239,1243,SUCCESS
2025-01-01 00:09:05,NODE-6863,NODE-5954,RF,235,977,SUCCESS
2025-01-01 00:09:07,NODE-5108,NODE-3280,FIBER,1199,1172,DELAY
2025-01-01 00:09:09,NODE-8291,NODE-5001,SATCOM,87,1286,SUCCESS
2025-01-01 00:09:13,NODE-6545,NODE-5023,SATCOM,136,1046,SUCCESS
2025-01-01 00:09:16,NODE-2089,NODE-5383,FIBER,54,738,SUCCESS
2025-01-01 00:09:17,NODE-6782,NODE-9393,RF,146,1132,SUCCESS
2025-01-01 00:09:19,NODE-9920,NODE-5208,FIBER,181,776,SUCCESS
2025-01-01 00:09:21,NODE-8220,NODE-1530,RF,134,333,SUCCESS
2025-01-01 00:09:25,NODE-8165,NODE-7256,FIBER,96,490,SUCCESS
2025-01-01 00:09:26,NODE-3898,NODE-6535,SATCOM,76,1436,SUCCESS
2025-01-01 00:09:27,NODE-4505,NODE-3690,RF,75,1047,SUCCESS
2025-01-01 00:09:31,NODE-9266,NODE-9074,RF,227,534,SUCCESS
2025-01-01 00:09:33,NODE-7223,NODE-3839,FIBER,108,1303,SUCCESS
2025-01-01 00:09:36,NODE-3861,NODE-7057,RF,118,1114,SUCCESS
2025-01-01 00:09:37,NODE-3791,NODE-5815,FIBER,126,545,SUCCESS
2025-01-01 00:09:38,NODE-8076,NODE-4477,SATCOM,193,677,SUCCESS
2025-01-01 00:09:41,NODE-6517,NODE-3922,SATCOM,172,470,SUCCESS
2025-01-01 00:09:42,NODE-2160,NODE-7153,FIBER,123,891,SUCCESS
2025-01-01 00:09:45,NODE-4246,NODE-4219,FIBER,1532,1088,DELAY
2025-01-01 00:09:48,NODE-2384,NODE-8158,FIBER,1387,1349,DELAY
2025-01-01 00:09:49,NODE-7601,NODE-6086,RF,229,656,SUCCESS
2025-01-01 00:09:53,NODE-2300,NODE-7608,FIBER,196,803,SUCCESS
2025-01-01 00:09:55,NODE-5996,NODE-7464,RF,189,1344,SUCCESS
2025-01-01 00:09:58,NODE-1632,NODE-3473,RF,199,1114,SUCCESS
2025-01-01 00:10:00,NODE-3067,NODE-5230,FIBER,211,915,SUCCESS
2025-01-01 00:10:01,NODE-1562,NODE-8171,SATCOM,228,496,SUCCESS
2025-01-01 00:10:04,NODE-1505,NODE-6366,SATCOM,64,364,SUCCESS
2025-01-01 00:10:06,NODE-1110,NODE-4945,RF,1212,868,DELAY
2025-01-01 00:10:07,NODE-7720,NODE-8661,RF,90,947,SUCCESS
2025-01-01 00:10:11,NODE-6104,NODE-5834,SATCOM,86,912,SUCCESS
2025-01-01 00:10:12,NODE-6846,NODE-4221,FIBER,221,1137,SUCCESS
2025-01-01 00:10:15,NODE-7186,NODE-4860,SATCOM,140,1382,SUCCESS
2025-01-01 00:10:17,NODE-8228,NODE-6661,SATCOM,239,575,SUCCESS
2025-01-01 00:10:20,NODE-3851,NODE-3877,RF,100,629,SUCCESS
2025-01-01 00:10:21,NODE-9076,NODE-8736,RF,1886,5786,FAIL
2025-01-01 00:10:23,NODE-4106,NODE-2875,FIBER,163,1034,SUCCESS
2025-01-01 00:10:26,NODE-4344,NODE-2196,SATCOM,131,535,SUCCESS
2025-01-01 00:10:30,NODE-4120,NODE-7490,SATCOM,223,364,SUCCESS
2025-01-01 00:10:32,NODE-2534,NODE-1779,RF,208,877,SUCCESS
2025-01-01 00:10:36,NODE-6268,NODE-1608,RF,41,1479,SUCCESS
2025-01-01 00:10:39,NODE-6539,NODE-9197,SATCOM,2664,3539,FAIL
2025-01-01 00:10:41,NODE-9346,NODE-2621,FIBER,61,885,SUCCESS
2025-01-01 00:10:42,NODE-8761,NODE-2994,RF,125,1016,SUCCESS
2025-01-01 00:10:46,NODE-2254,NODE-5500,FIBER,52,1426,SUCCESS
2025-01-01 00:10:47,NODE-8058,NODE-1595,SATCOM,227,1042,SUCCESS
2025-01-01 00:10:51,NODE-6985,NODE-5906,SATCOM,124,476,SUCCESS
2025-01-01 00:10:52,NODE-9493,NODE-7587,RF,66,549,SUCCESS
2025-01-01 00:10:55,NODE-9565,NODE-6657,FIBER,99,721,SUCCESS
2025-01-01 00:10:57,NODE-6833,NODE-3927,SATCOM,1170,237,DELAY
2025-01-01 00:10:59,NODE-3474,NODE-9516,SATCOM,82,1440,SUCCESS
2025-01-01 00:11:00,NODE-5186,NODE-5686,SATCOM,176,1432,SUCCESS
2025-01-01 00:11:02,NODE-3322,NODE-7725,RF,74,735,SUCCESS
2025-01-01 00:11:05,NODE-7662,NODE-7329,SATCOM,155,856,SUCCESS
2025-01-01 00:11:06,NODE-5296,NODE-6091,FIBER,159,1358,SUCCESS
2025-01-01 00:11:09,NODE-6244,NODE-8767,SATCOM,120,870,SUCCESS
2025-01-01 00:11:13,NODE-4285,NODE-5439,FIBER,224,437,SUCCESS
2025-01-01 00:11:15,NODE-2458,NODE-1129,FIBER,146,1370,SUCCESS
2025-01-01 00:11:17,NODE-1514,NODE-9112,FIBER,158,1388,SUCCESS
2025-01-01 00:11:21,NODE-6767,NODE-9711,FIBER,130,622,SUCCESS
2025-01-01 00:11:22,NODE-3440,NODE-7563,RF,65,645,SUCCESS
2025-01-01 00:11:25,NODE-6585,NODE-7774,FIBER,148,262,SUCCESS
2025-01-01 00:11:29,NODE-8541,NODE-8908,RF,222,1364,SUCCESS
2025-01-01 00:11:31,NODE-4918,NODE-3830,FIBER,124,1461,SUCCESS
2025-01-01 00:11:33,NODE-1289,NODE-5037,FIBER,2687,6787,FAIL
2025-01-01 00:11:35,NODE-8215,NODE-8471,FIBER,100,1374,SUCCESS
2025-01-01 00:11:36,NODE-6907,NODE-1740,RF,54,485,SUCCESS
2025-01-01 00:11:38,NODE-1475,NODE-4278,SATCOM,88,1495,SUCCESS
2025-01-01 00:11:42,NODE-6144,NODE-5928,RF,237,878,SUCCESS
2025-01-01 00:11:43,NODE-1209,NODE-8708,RF,164,435,SUCCESS
2025-01-01 00:11:44,NODE-2369,NODE-5857,FIBER,55,244,SUCCESS
2025-01-01 00:11:48,NODE-5960,NODE-7947,RF,100,1439,SUCCESS
2025-01-01 00:11:51,NODE-7287,NODE-5411,FIBER,80,910,SUCCESS
2025-01-01 00:11:55,NODE-5730,NODE-6177,FIBER,236,225,SUCCESS
2025-01-01 00:11:59,NODE-9172,NODE-5389,FIBER,188,1399,SUCCESS
2025-01-01 00:12:01,NODE-4677,NODE-3973,SATCOM,115,418,SUCCESS
2025-01-01 00:12:04,NODE-6368,NODE-1877,FIBER,143,815,SUCCESS
2025-01-01 00:12:06,NODE-7854,NODE-3993,SATCOM,131,358,SUCCESS
2025-01-01 00:12:09,NODE-9625,NODE-8058,FIBER,198,571,SUCCESS
2025-01-01 00:12:11,NODE-8481,NODE-4507,RF,100,1212,SUCCESS
2025-01-01 00:12:14,NODE-2391,NODE-3956,FIBER,105,559,SUCCESS
2025-01-01 00:12:16,NODE-5673,NODE-4201,FIBER,79,429,SUCCESS
2025-01-01 00:12:20,NODE-1891,NODE-6625,RF,64,558,SUCCESS
2025-01-01 00:12:21,NODE-5262,NODE-5822,RF,63,1419,SUCCESS
2025-01-01 00:12:25,NODE-3274,NODE-1760,FIBER,224,1490,SUCCESS
2025-01-01 00:12:29,NODE-4298,NODE-3656,SATCOM,71,1419,SUCCESS
2025-01-01 00:12:31,NODE-8111,NODE-2634,RF,136,1215,SUCCESS
2025-01-01 00:12:34,NODE-4134,NODE-7265,SATCOM,229,469,SUCCESS
2025-01-01 00:12:38,NODE-2776,NODE-1687,FIBER,169,1075,SUCCESS
2025-01-01 00:12:42,NODE-6349,NODE-5328,RF,239,569,SUCCESS
2025-01-01 00:12:46,NODE-7233,NODE-3700,SATCOM,242,1426,SUCCESS
2025-01-01 00:12:47,NODE-4399,NODE-6644,SATCOM,3005,4394,FAIL
2025-01-01 00:12:50,NODE-9855,NODE-5721,FIBER,183,1161,SUCCESS
2025-01-01 00:12:53,NODE-7361,NODE-5808,SATCOM,937,1261,DELAY
2025-01-01 00:12:56,NODE-4522,NODE-9418,SATCOM,964,480,DELAY
2025-01-01 00:13:00,NODE-7967,NODE-7707,SATCOM,223,979,SUCCESS
2025-01-01 00:13:03,NODE-5929,NODE-6572,RF,105,435,SUCCESS
2025-01-01 00:13:06,NODE-2624,NODE-7908,RF,96,332,SUCCESS
2025-01-01 00:13:09,NODE-5203,NODE-1741,FIBER,101,265,SUCCESS
2025-01-01 00:13:11,NODE-4111,NODE-5240,SATCOM,127,529,SUCCESS
2025-01-01 00:13:14,NODE-1656,NODE-4777,SATCOM,865,546,DELAY
2025-01-01 00:13:18,NODE-7604,NODE-5740,RF,105,521,SUCCESS
2025-01-01 00:13:20,NODE-2670,NODE-3830,RF,144,723,SUCCESS
2025-01-01 00:13:22,NODE-5849,NODE-1942,RF,146,975,SUCCESS
