timestamp,source_ip,destination_ip,protocol,packet_size,response_time_ms,status
2025-01-01 10:00:51,192.168.1.94,8.8.8.8,HTTPS,613,247,OK
2025-01-01 10:00:54,192.168.1.69,8.8.4.4,HTTPS,1437,1133,DELAY
2025-01-01 10:00:55,192.168.1.62,8.8.4.4,HTTP,1315,253,OK
2025-01-01 10:00:58,192.168.1.36,8.8.8.8,HTTPS,1178,119,OK
2025-01-01 10:01:01,192.168.1.176,8.8.8.8,HTTP,104,65,OK
2025-01-01 10:01:03,192.168.1.254,1.1.1.1,HTTPS,760,220,OK
2025-01-01 10:01:05,192.168.1.75,1.1.1.1,HTTPS,1006,207,OK
2025-01-01 10:01:07,192.168.1.232,1.1.1.1,HTTPS,1370,274,OK
2025-01-01 10:01:08,192.168.1.118,8.8.8.8,HTTPS,700,104,OK
2025-01-01 10:01:09,192.168.1.227,8.8.4.4,HTTPS,462,206,OK
2025-01-01 10:01:11,192.168.1.85,8.8.4.4,HTTP,477,291,OK
2025-01-01 10:01:13,192.168.1.189,8.8.4.4,HTTP,4516,2630,FAIL
2025-01-01 10:01:14,192.168.1.19,1.1.1.1,HTTP,955,268,OK
2025-01-01 10:01:15,192.168.1.10,8.8.8.8,HTTP,336,232,OK
2025-01-01 10:01:16,192.168.1.214,8.8.4.4,HTTPS,1312,286,OK
2025-01-01 10:01:18,192.168.1.68,8.8.4.4,HTTPS,203,138,OK
2025-01-01 10:01:20,192.168.1.173,1.1.1.1,HTTPS,4493,1972,FAIL
2025-01-01 10:01:22,192.168.1.231,1.1.1.1,HTTPS,308,1459,DELAY
2025-01-01 10:01:24,192.168.1.51,1.1.1.1,HTTPS,1198,936,DELAY
2025-01-01 10:01:27,192.168.1.110,8.8.4.4,HTTPS,736,95,OK
2025-01-01 10:01:29,192.168.1.119,1.1.1.1,HTTP,1296,234,OK
2025-01-01 10:01:31,192.168.1.215,8.8.8.8,HTTP,275,277,OK
2025-01-01 10:01:34,192.168.1.3,8.8.4.4,HTTPS,253,175,OK
2025-01-01 10:01:37,192.168.1.39,1.1.1.1,HTTPS,721,221,OK
2025-01-01 10:01:39,192.168.1.71,8.8.4.4,HTTPS,1419,231,OK
2025-01-01 10:01:41,192.168.1.189,1.1.1.1,HTTP,850,154,OK
2025-01-01 10:01:43,192.168.1.212,8.8.4.4,HTTPS,973,169,OK
2025-01-01 10:01:44,192.168.1.223,8.8.4.4,HTTPS,187,245,OK
2025-01-01 10:01:47,192.168.1.141,1.1.1.1,HTTPS,1158,53,OK
2025-01-01 10:01:49,192.168.1.32,8.8.8.8,HTTP,464,132,OK
2025-01-01 10:01:52,192.168.1.4,8.8.8.8,HTTP,158,51,OK
2025-01-01 10:01:53,192.168.1.243,1.1.1.1,HTTP,1405,119,OK
2025-01-01 10:01:54,192.168.1.43,8.8.8.8,HTTP,446,252,OK
2025-01-01 10:01:57,192.168.1.47,8.8.4.4,HTTP,1358,58,OK
2025-01-01 10:01:59,192.168.1.162,1.1.1.1,HTTPS,1371,162,OK
2025-01-01 10:02:02,192.168.1.183,1.1.1.1,HTTP,592,68,OK
2025-01-01 10:02:04,192.168.1.28,8.8.8.8,HTTPS,1102,283,OK
2025-01-01 10:02:05,192.168.1.205,1.1.1.1,HTTPS,593,275,OK
2025-01-01 10:02:06,192.168.1.44,8.8.4.4,HTTPS,590,249,OK
2025-01-01 10:02:09,192.168.1.30,8.8.4.4,HTTP,6005,1978,FAIL
2025-01-01 10:02:12,192.168.1.54,8.8.8.8,HTTPS,1224,210,OK
2025-01-01 10:02:14,192.168.1.153,1.1.1.1,HTTP,1153,190,OK
2025-01-01 10:02:16,192.168.1.208,8.8.8.8,HTTPS,1048,282,OK
2025-01-01 10:02:17,192.168.1.75,8.8.4.4,HTTP,401,256,OK
2025-01-01 10:02:19,192.168.1.198,8.8.8.8,HTTPS,7790,2437,FAIL
2025-01-01 10:02:22,192.168.1.114,8.8.4.4,HTTP,1336,163,OK
2025-01-01 10:02:24,192.168.1.131,1.1.1.1,HTTP,386,195,OK
2025-01-01 10:02:27,192.168.1.197,8.8.4.4,HTTP,402,158,OK
2025-01-01 10:02:28,192.168.1.36,8.8.8.8,HTTP,592,59,OK
2025-01-01 10:02:29,192.168.1.47,8.8.8.8,HTTPS,239,168,OK
2025-01-01 10:02:30,192.168.1.24,1.1.1.1,HTTP,1346,96,OK
2025-01-01 10:02:33,192.168.1.187,1.1.1.1,HTTPS,275,80,OK
2025-01-01 10:02:35,192.168.1.196,8.8.8.8,HTTPS,687,272,OK
2025-01-01 10:02:36,192.168.1.5,1.1.1.1,HTTPS,6209,2799,FAIL
2025-01-01 10:02:37,192.168.1.134,8.8.4.4,HTTP,4915,2472,FAIL
2025-01-01 10:02:39,192.168.1.9,8.8.8.8,HTTP,373,257,OK
2025-01-01 10:02:41,192.168.1.144,8.8.4.4,HTTPS,928,299,OK
2025-01-01 10:02:42,192.168.1.163,8.8.4.4,HTTP,1269,146,OK
2025-01-01 10:02:43,192.168.1.58,8.8.4.4,HTTPS,1138,187,OK
2025-01-01 10:02:44,192.168.1.188,1.1.1.1,HTTP,617,160,OK
2025-01-01 10:02:45,192.168.1.244,8.8.8.8,HTTPS,311,1482,DELAY
2025-01-01 10:02:48,192.168.1.147,8.8.8.8,HTTPS,775,251,OK
2025-01-01 10:02:50,192.168.1.70,8.8.4.4,HTTPS,475,247,OK
2025-01-01 10:02:52,192.168.1.153,8.8.8.8,HTTPS,1378,87,OK
2025-01-01 10:02:54,192.168.1.201,8.8.8.8,HTTPS,768,223,OK
2025-01-01 10:02:57,192.168.1.94,8.8.4.4,HTTPS,473,285,OK
2025-01-01 10:02:58,192.168.1.223,1.1.1.1,HTTPS,879,179,OK
2025-01-01 10:03:01,192.168.1.81,1.1.1.1,HTTPS,1290,278,OK
2025-01-01 10:03:03,192.168.1.18,8.8.4.4,HTTP,1084,142,OK
2025-01-01 10:03:04,192.168.1.189,8.8.8.8,HTTP,677,299,OK
2025-01-01 10:03:07,192.168.1.166,1.1.1.1,HTTPS,128,177,OK
2025-01-01 10:03:09,192.168.1.185,8.8.8.8,HTTP,964,222,OK
2025-01-01 10:03:12,192.168.1.132,8.8.4.4,HTTPS,1289,235,OK
2025-01-01 10:03:14,192.168.1.237,8.8.4.4,HTTP,852,123,OK
2025-01-01 10:03:17,192.168.1.159,8.8.4.4,HTTPS,758,178,OK
2025-01-01 10:03:18,192.168.1.39,8.8.4.4,HTTPS,1097,51,OK
2025-01-01 10:03:20,192.168.1.169,8.8.4.4,HTTP,627,201,OK
2025-01-01 10:03:23,192.168.1.80,8.8.8.8,HTTPS,970,81,OK
2025-01-01 10:03:24,192.168.1.207,8.8.8.8,HTTP,821,75,OK
2025-01-01 10:03:26,192.168.1.137,8.8.8.8,HTTPS,427,110,OK
2025-01-01 10:03:28,192.168.1.251,8.8.4.4,HTTPS,1347,51,OK
2025-01-01 10:03:31,192.168.1.122,8.8.4.4,HTTPS,1085,130,OK
2025-01-01 10:03:33,192.168.1.67,1.1.1.1,HTTP,1337,262,OK
2025-01-01 10:03:34,192.168.1.12,1.1.1.1,HTTPS,5035,1685,FAIL
2025-01-01 10:03:36,192.168.1.246,8.8.8.8,HTTP,432,270,OK
2025-01-01 10:03:39,192.168.1.165,8.8.4.4,HTTPS,1340,189,OK
2025-01-01 10:03:42,192.168.1.136,8.8.8.8,HTTPS,1023,235,OK
2025-01-01 10:03:43,192.168.1.95,8.8.4.4,HTTPS,1166,197,OK
2025-01-01 10:03:44,192.168.1.33,1.1.1.1,HTTP,7102,2813,FAIL
2025-01-01 10:03:47,192.168.1.45,8.8.8.8,HTTPS,462,101,OK
2025-01-01 10:03:49,192.168.1.134,8.8.8.8,HTTP,1065,138,OK
2025-01-01 10:03:51,192.168.1.110,1.1.1.1,HTTP,534,141,OK
2025-01-01 10:03:52,192.168.1.88,8.8.4.4,HTTPS,1151,174,OK
2025-01-01 10:03:53,192.168.1.52,8.8.8.8,HTTP,214,292,OK
2025-01-01 10:03:54,192.168.1.12,8.8.8.8,HTTP,970,206,OK
2025-01-01 10:03:55,192.168.1.244,8.8.8.8,HTTPS,1026,160,OK
2025-01-01 10:03:56,192.168.1.213,8.8.4.4,HTTP,132,1103,DELAY
2025-01-01 10:03:59,192.168.1.68,8.8.4.4,HTTP,1420,282,OK
2025-01-01 10:04:01,192.168.1.98,1.1.1.1,HTTP,690,157,OK
2025-01-01 10:04:04,192.168.1.147,8.8.8.8,HTTP,128,199,OK
2025-01-01 10:04:05,192.168.1.148,8.8.8.8,HTTP,6757,2110,FAIL
2025-01-01 10:04:07,192.168.1.169,1.1.1.1,HTTPS,1175,201,OK
2025-01-01 10:04:10,192.168.1.140,8.8.8.8,HTTP,1033,90,OK
2025-01-01 10:04:12,192.168.1.161,8.8.4.4,HTTPS,1476,197,OK
2025-01-01 10:04:14,192.168.1.33,8.8.4.4,HTTP,745,64,OK
2025-01-01 10:04:16,192.168.1.234,1.1.1.1,HTTPS,612,212,OK
2025-01-01 10:04:17,192.168.1.71,1.1.1.1,HTTP,1363,294,OK
2025-01-01 10:04:18,192.168.1.124,8.8.4.4,HTTP,1266,115,OK
2025-01-01 10:04:19,192.168.1.174,8.8.8.8,HTTPS,885,264,OK
2025-01-01 10:04:21,192.168.1.253,8.8.4.4,HTTP,316,163,OK
2025-01-01 10:04:22,192.168.1.191,8.8.4.4,HTTPS,1278,114,OK
2025-01-01 10:04:24,192.168.1.231,8.8.8.8,HTTPS,260,144,OK
2025-01-01 10:04:25,192.168.1.48,8.8.4.4,HTTP,1137,132,OK
2025-01-01 10:04:26,192.168.1.7,8.8.4.4,HTTP,1228,91,OK
2025-01-01 10:04:28,192.168.1.201,8.8.8.8,HTTPS,631,271,OK
2025-01-01 10:04:30,192.168.1.211,8.8.8.8,HTTPS,448,283,OK
2025-01-01 10:04:32,192.168.1.197,8.8.4.4,HTTP,1098,258,OK
2025-01-01 10:04:33,192.168.1.149,8.8.4.4,HTTPS,1254,1044,DELAY
2025-01-01 10:04:34,192.168.1.87,1.1.1.1,HTTP,460,289,OK
2025-01-01 10:04:37,192.168.1.129,8.8.4.4,HTTP,489,242,OK
2025-01-01 10:04:39,192.168.1.177,1.1.1.1,HTTP,149,276,OK
2025-01-01 10:04:42,192.168.1.103,1.1.1.1,HTTPS,1169,62,OK
2025-01-01 10:04:45,192.168.1.204,8.8.8.8,HTTPS,206,60,OK
2025-01-01 10:04:46,192.168.1.210,8.8.8.8,HTTP,450,135,OK
2025-01-01 10:04:48,192.168.1.231,1.1.1.1,HTTP,1482,294,OK
2025-01-01 10:04:51,192.168.1.78,8.8.8.8,HTTPS,553,173,OK
2025-01-01 10:04:52,192.168.1.105,8.8.4.4,HTTPS,6927,1618,FAIL
2025-01-01 10:04:55,192.168.1.38,8.8.4.4,HTTPS,1497,83,OK
2025-01-01 10:04:56,192.168.1.226,1.1.1.1,HTTPS,751,298,OK
2025-01-01 10:04:57,192.168.1.111,8.8.8.8,HTTP,309,164,OK
2025-01-01 10:04:59,192.168.1.207,8.8.4.4,HTTPS,162,178,OK
2025-01-01 10:05:02,192.168.1.114,8.8.8.8,HTTP,1059,238,OK
2025-01-01 10:05:05,192.168.1.138,8.8.8.8,HTTPS,1125,216,OK
2025-01-01 10:05:07,192.168.1.164,8.8.4.4,HTTPS,1092,198,OK
2025-01-01 10:05:09,192.168.1.5,8.8.8.8,HTTPS,476,215,OK
2025-01-01 10:05:11,192.168.1.79,8.8.4.4,HTTP,1359,89,OK
2025-01-01 10:05:12,192.168.1.210,8.8.8.8,HTTPS,1109,288,OK
2025-01-01 10:05:15,192.168.1.254,1.1.1.1,HTTPS,1457,88,OK
2025-01-01 10:05:16,192.168.1.254,8.8.8.8,HTTPS,566,97,OK
2025-01-01 10:05:18,192.168.1.154,8.8.4.4,HTTPS,118,107,OK
2025-01-01 10:05:20,192.168.1.93,8.8.8.8,HTTP,1025,1463,DELAY
2025-01-01 10:05:22,192.168.1.35,1.1.1.1,HTTP,237,1283,DELAY
2025-01-01 10:05:25,192.168.1.22,1.1.1.1,HTTP,721,140,OK
2025-01-01 10:05:26,192.168.1.84,8.8.4.4,HTTP,1438,1114,DELAY
2025-01-01 10:05:29,192.168.1.42,8.8.4.4,HTTPS,1201,149,OK
2025-01-01 10:05:30,192.168.1.10,1.1.1.1,HTTP,158,176,OK
2025-01-01 10:05:33,192.168.1.151,8.8.8.8,HTTPS,911,1246,DELAY
2025-01-01 10:05:34,192.168.1.90,8.8.4.4,HTTP,928,106,OK
2025-01-01 10:05:35,192.168.1.221,8.8.8.8,HTTP,274,85,OK
2025-01-01 10:05:36,192.168.1.233,8.8.4.4,HTTPS,1064,73,OK
2025-01-01 10:05:38,192.168.1.243,1.1.1.1,HTTPS,584,269,OK
2025-01-01 10:05:39,192.168.1.111,1.1.1.1,HTTPS,659,180,OK
2025-01-01 10:05:40,192.168.1.93,8.8.4.4,HTTP,1400,271,OK
2025-01-01 10:05:41,192.168.1.174,8.8.8.8,HTTP,746,270,OK
2025-01-01 10:05:43,192.168.1.112,1.1.1.1,HTTPS,1152,71,OK
2025-01-01 10:05:46,192.168.1.118,8.8.4.4,HTTP,628,88,OK
2025-01-01 10:05:47,192.168.1.11,8.8.4.4,HTTP,1085,186,OK
2025-01-01 10:05:49,192.168.1.208,8.8.4.4,HTTP,894,267,OK
2025-01-01 10:05:52,192.168.1.135,8.8.4.4,HTTPS,631,220,OK
2025-01-01 10:05:55,192.168.1.46,1.1.1.1,HTTPS,191,114,OK
2025-01-01 10:05:58,192.168.1.153,1.1.1.1,HTTPS,558,200,OK
2025-01-01 10:06:00,192.168.1.54,8.8.4.4,HTTPS,823,188,OK
2025-01-01 10:06:03,192.168.1.65,8.8.8.8,HTTPS,787,247,OK
2025-01-01 10:06:06,192.168.1.157,1.1.1.1,HTTPS,671,163,OK
2025-01-01 10:06:08,192.168.1.81,8.8.8.8,HTTPS,1339,195,OK
2025-01-01 10:06:10,192.168.1.241,1.1.1.1,HTTPS,1265,212,OK
2025-01-01 10:06:11,192.168.1.106,8.8.8.8,HTTP,6773,2107,FAIL
2025-01-01 10:06:12,192.168.1.50,8.8.4.4,HTTPS,1394,157,OK
2025-01-01 10:06:15,192.168.1.74,1.1.1.1,HTTPS,819,73,OK
2025-01-01 10:06:16,192.168.1.123,8.8.8.8,HTTP,1393,152,OK
2025-01-01 10:06:17,192.168.1.179,1.1.1.1,HTTPS,271,113,OK
2025-01-01 10:06:20,192.168.1.58,1.1.1.1,HTTP,1133,235,OK
2025-01-01 10:06:21,192.168.1.10,8.8.8.8,HTTPS,1293,903,DELAY
2025-01-01 10:06:23,192.168.1.79,1.1.1.1,HTTPS,1095,1043,DELAY
2025-01-01 10:06:25,192.168.1.56,8.8.4.4,HTTPS,527,136,OK
2025-01-01 10:06:26,192.168.1.20,8.8.8.8,HTTPS,566,181,OK
2025-01-01 10:06:28,192.168.1.86,8.8.8.8,HTTP,413,131,OK
2025-01-01 10:06:31,192.168.1.157,8.8.4.4,HTTPS,719,198,OK
2025-01-01 10:06:32,192.168.1.203,8.8.4.4,HTTP,716,132,OK
2025-01-01 10:06:33,192.168.1.126,8.8.8.8,HTTP,807,249,OK
2025-01-01 10:06:35,192.168.1.252,8.8.8.8,HTTPS,612,190,OK
2025-01-01 10:06:36,192.168.1.198,8.8.8.8,HTTP,600,253,OK
2025-01-01 10:06:38,192.168.1.93,1.1.1.1,HTTP,325,276,OK
2025-01-01 10:06:40,192.168.1.69,1.1.1.1,HTTPS,170,97,OK
2025-01-01 10:06:43,192.168.1.193,8.8.8.8,HTTPS,1240,269,OK
2025-01-01 10:06:45,192.168.1.204,8.8.8.8,HTTPS,1254,155,OK
2025-01-01 10:06:47,192.168.1.123,8.8.8.8,HTTPS,475,219,OK
2025-01-01 10:06:50,192.168.1.148,8.8.4.4,HTTP,848,1459,DELAY
2025-01-01 10:06:51,192.168.1.108,8.8.8.8,HTTP,705,257,OK
2025-01-01 10:06:53,192.168.1.125,8.8.4.4,HTTPS,813,292,OK
2025-01-01 10:06:54,192.168.1.251,8.8.4.4,HTTP,1169,201,OK
2025-01-01 10:06:56,192.168.1.158,8.8.8.8,HTTPS,902,997,DELAY
2025-01-01 10:06:57,192.168.1.152,8.8.4.4,HTTP,1040,1098,DELAY
2025-01-01 10:07:00,192.168.1.253,8.8.4.4,HTTPS,1266,107,OK
2025-01-01 10:07:02,192.168.1.106,8.8.8.8,HTTP,559,292,OK
2025-01-01 10:07:05,192.168.1.78,8.8.4.4,HTTPS,1181,97,OK
2025-01-01 10:07:08,192.168.1.95,8.8.4.4,HTTPS,4994,2054,FAIL
2025-01-01 10:07:11,192.168.1.95,8.8.8.8,HTTP,1130,241,OK
2025-01-01 10:07:13,192.168.1.147,8.8.4.4,HTTP,7711,2525,FAIL
2025-01-01 10:07:15,192.168.1.159,8.8.8.8,HTTPS,1242,93,OK
2025-01-01 10:07:18,192.168.1.124,1.1.1.1,HTTPS,509,294,OK
2025-01-01 10:07:19,192.168.1.128,8.8.8.8,HTTPS,670,141,OK
2025-01-01 10:07:22,192.168.1.147,8.8.4.4,HTTPS,337,89,OK
2025-01-01 10:07:25,192.168.1.209,8.8.4.4,HTTP,570,223,OK
2025-01-01 10:07:28,192.168.1.126,1.1.1.1,HTTPS,1288,277,OK
2025-01-01 10:07:31,192.168.1.2,1.1.1.1,HTTPS,582,246,OK
2025-01-01 10:07:34,192.168.1.163,8.8.8.8,HTTPS,1149,290,OK
2025-01-01 10:07:37,192.168.1.201,8.8.4.4,HTTP,1129,107,OK
2025-01-01 10:07:39,192.168.1.185,8.8.8.8,HTTPS,934,231,OK
2025-01-01 10:07:40,192.168.1.241,8.8.8.8,HTTPS,989,89,OK
2025-01-01 10:07:43,192.168.1.97,1.1.1.1,HTTP,1191,159,OK
2025-01-01 10:07:45,192.168.1.168,8.8.8.8,HTTPS,1218,80,OK
2025-01-01 10:07:48,192.168.1.33,8.8.4.4,HTTP,1355,221,OK
2025-01-01 10:07:50,192.168.1.94,1.1.1.1,HTTP,240,1142,DELAY
2025-01-01 10:07:51,192.168.1.229,1.1.1.1,HTTP,676,148,OK
2025-01-01 10:07:54,192.168.1.130,1.1.1.1,HTTPS,521,291,OK
2025-01-01 10:07:56,192.168.1.168,1.1.1.1,HTTP,1104,231,OK
2025-01-01 10:07:57,192.168.1.95,8.8.8.8,HTTP,1198,1075,DELAY
2025-01-01 10:08:00,192.168.1.189,8.8.4.4,HTTP,1380,240,OK
2025-01-01 10:08:01,192.168.1.95,8.8.8.8,HTTP,698,988,DELAY
2025-01-01 10:08:02,192.168.1.67,1.1.1.1,HTTPS,1250,145,OK
2025-01-01 10:08:04,192.168.1.158,1.1.1.1,HTTP,988,87,OK
2025-01-01 10:08:06,192.168.1.18,1.1.1.1,HTTP,648,166,OK
2025-01-01 10:08:07,192.168.1.148,8.8.4.4,HTTP,528,62,OK
2025-01-01 10:08:08,192.168.1.144,8.8.4.4,HTTPS,1344,277,OK
2025-01-01 10:08:09,192.168.1.14,8.8.4.4,HTTP,597,188,OK
2025-01-01 10:08:12,192.168.1.121,8.8.4.4,HTTP,228,172,OK
2025-01-01 10:08:15,192.168.1.213,8.8.4.4,HTTP,369,1203,DELAY
2025-01-01 10:08:18,192.168.1.169,8.8.4.4,HTTPS,439,120,OK
2025-01-01 10:08:21,192.168.1.230,8.8.8.8,HTTPS,686,89,OK
2025-01-01 10:08:23,192.168.1.47,1.1.1.1,HTTP,551,118,OK
2025-01-01 10:08:24,192.168.1.171,8.8.8.8,HTTPS,1345,51,OK
2025-01-01 10:08:27,192.168.1.227,8.8.4.4,HTTP,1171,174,OK
2025-01-01 10:08:30,192.168.1.80,1.1.1.1,HTTPS,606,253,OK
2025-01-01 10:08:33,192.168.1.186,8.8.4.4,HTTPS,635,177,OK
2025-01-01 10:08:35,192.168.1.249,8.8.4.4,HTTP,520,149,OK
2025-01-01 10:08:37,192.168.1.219,1.1.1.1,HTTP,7944,1582,FAIL
2025-01-01 10:08:39,192.168.1.47,1.1.1.1,HTTPS,858,232,OK
2025-01-01 10:08:40,192.168.1.225,8.8.8.8,HTTP,1160,285,OK
2025-01-01 10:08:41,192.168.1.144,1.1.1.1,HTTPS,338,222,OK
2025-01-01 10:08:44,192.168.1.87,8.8.4.4,HTTP,1280,172,OK
2025-01-01 10:08:46,192.168.1.252,1.1.1.1,HTTPS,806,197,OK
2025-01-01 10:08:49,192.168.1.5,8.8.4.4,HTTP,162,178,OK
2025-01-01 10:08:52,192.168.1.70,1.1.1.1,HTTPS,1276,229,OK
2025-01-01 10:08:53,192.168.1.3,8.8.8.8,HTTP,1095,79,OK
2025-01-01 10:08:56,192.168.1.74,8.8.8.8,HTTP,654,224,OK
2025-01-01 10:08:57,192.168.1.221,1.1.1.1,HTTP,5819,2365,FAIL
2025-01-01 10:08:58,192.168.1.104,1.1.1.1,HTTP,364,92,OK
2025-01-01 10:09:00,192.168.1.192,8.8.8.8,HTTPS,891,109,OK
2025-01-01 10:09:03,192.168.1.32,8.8.4.4,HTTPS,492,68,OK
2025-01-01 10:09:06,192.168.1.156,1.1.1.1,HTTP,1496,136,OK
2025-01-01 10:09:07,192.168.1.207,8.8.8.8,HTTP,142,111,OK
2025-01-01 10:09:10,192.168.1.9,1.1.1.1,HTTPS,263,156,OK
2025-01-01 10:09:12,192.168.1.225,8.8.8.8,HTTP,1377,279,OK
2025-01-01 10:09:15,192.168.1.186,1.1.1.1,HTTP,1289,831,DELAY
2025-01-01 10:09:17,192.168.1.230,8.8.4.4,HTTP,776,90,OK
2025-01-01 10:09:18,192.168.1.22,1.1.1.1,HTTPS,1079,50,OK
2025-01-01 10:09:20,192.168.1.141,8.8.8.8,HTTPS,502,273,OK
2025-01-01 10:09:23,192.168.1.209,8.8.4.4,HTTPS,1269,50,OK
2025-01-01 10:09:26,192.168.1.21,8.8.8.8,HTTP,1265,211,OK
2025-01-01 10:09:28,192.168.1.201,8.8.4.4,HTTPS,1162,294,OK
2025-01-01 10:09:30,192.168.1.63,8.8.4.4,HTTPS,881,183,OK
2025-01-01 10:09:32,192.168.1.145,8.8.4.4,HTTPS,290,168,OK
2025-01-01 10:09:35,192.168.1.122,1.1.1.1,HTTP,652,1289,DELAY
2025-01-01 10:09:36,192.168.1.5,1.1.1.1,HTTPS,954,844,DELAY
2025-01-01 10:09:37,192.168.1.50,8.8.8.8,HTTP,1026,94,OK
2025-01-01 10:09:39,192.168.1.148,8.8.4.4,HTTPS,1143,122,OK
2025-01-01 10:09:41,192.168.1.233,8.8.8.8,HTTP,405,236,OK
2025-01-01 10:09:44,192.168.1.102,1.1.1.1,HTTPS,913,297,OK
2025-01-01 10:09:45,192.168.1.63,8.8.4.4,HTTP,595,153,OK
2025-01-01 10:09:47,192.168.1.87,1.1.1.1,HTTPS,358,50,OK
2025-01-01 10:09:49,192.168.1.226,8.8.8.8,HTTP,255,255,OK
2025-01-01 10:09:52,192.168.1.126,8.8.8.8,HTTPS,440,88,OK
2025-01-01 10:09:55,192.168.1.195,8.8.4.4,HTTP,330,1189,DELAY
2025-01-01 10:09:57,192.168.1.134,1.1.1.1,HTTP,1486,134,OK
2025-01-01 10:09:59,192.168.1.8,8.8.4.4,HTTP,250,844,DELAY
2025-01-01 10:10:01,192.168.1.101,1.1.1.1,HTTP,1076,243,OK
2025-01-01 10:10:03,192.168.1.200,1.1.1.1,HTTP,456,62,OK
2025-01-01 10:10:06,192.168.1.235,1.1.1.1,HTTP,572,115,OK
2025-01-01 10:10:08,192.168.1.151,1.1.1.1,HTTPS,1356,240,OK
2025-01-01 10:10:11,192.168.1.233,8.8.8.8,HTTPS,1248,77,OK
2025-01-01 10:10:12,192.168.1.211,8.8.8.8,HTTP,1184,167,OK
2025-01-01 10:10:13,192.168.1.148,8.8.4.4,HTTPS,484,261,OK
2025-01-01 10:10:14,192.168.1.47,8.8.8.8,HTTPS,880,272,OK
2025-01-01 10:10:16,192.168.1.5,8.8.8.8,HTTPS,307,297,OK
2025-01-01 10:10:18,192.168.1.120,8.8.4.4,HTTPS,1085,1199,DELAY
2025-01-01 10:10:19,192.168.1.1,1.1.1.1,HTTPS,321,237,OK
2025-01-01 10:10:21,192.168.1.36,8.8.8.8,HTTP,439,72,OK
2025-01-01 10:10:24,192.168.1.26,8.8.4.4,HTTP,820,193,OK
2025-01-01 10:10:25,192.168.1.82,8.8.8.8,HTTPS,1014,203,OK
2025-01-01 10:10:28,192.168.1.82,1.1.1.1,HTTPS,1188,213,OK
2025-01-01 10:10:29,192.168.1.155,1.1.1.1,HTTP,1230,74,OK
2025-01-01 10:10:30,192.168.1.122,1.1.1.1,HTTP,364,205,OK
2025-01-01 10:10:32,192.168.1.219,8.8.8.8,HTTPS,1360,182,OK
2025-01-01 10:10:34,192.168.1.168,1.1.1.1,HTTP,415,180,OK
2025-01-01 10:10:36,192.168.1.80,8.8.8.8,HTTPS,1189,272,OK
2025-01-01 10:10:39,192.168.1.135,8.8.8.8,HTTPS,843,276,OK
2025-01-01 10:10:41,192.168.1.175,8.8.4.4,HTTP,750,197,OK
2025-01-01 10:10:42,192.168.1.175,8.8.4.4,HTTPS,1311,149,OK
2025-01-01 10:10:43,192.168.1.17,8.8.4.4,HTTPS,281,181,OK
2025-01-01 10:10:46,192.168.1.109,8.8.4.4,HTTP,461,292,OK
2025-01-01 10:10:47,192.168.1.228,8.8.8.8,HTTPS,954,100,OK
